open_time_unix,POWRUSDT,FISUSDT,ACHUSDT,GALAUSDT,PERPUSDT,ALCXUSDT,PONDUSDT,DOTUSDT,AVAXUSDT,TRUUSDT,DREPUSDT,ARPAUSDT,IMXUSDT,KSMUSDT,FETUSDT,LRCUSDT,ENJUSDT,OPUSDT,BTCUSDT,IDEXUSDT,FARMUSDT,ERNUSDT,PAXUSDT,POLYUSDT,GNOUSDT,XRPUSDT,LINKUSDT,POLSUSDT,ETHUSDT,ORNUSDT,DIAUSDT,ROSEUSDT,CLVUSDT,ICPUSDT,XLMUSDT,AXSUSDT,GALUSDT,REQUSDT,ATAUSDT,VGXUSDT,ADAUSDT,BONDUSDT,APTUSDT,USTUSDT,SANDUSDT,RNDRUSDT,STGUSDT,MATICUSDT,HFTUSDT,BICOUSDT,FLOWUSDT,HBARUSDT,MDTUSDT,SOLUSDT,SUPERUSDT,NEARUSDT,MASKUSDT,BADGERUSDT,QNTUSDT,API3USDT,AUCTIONUSDT,RADUSDT,LQTYUSDT,CHZUSDT,C98USDT,AGLDUSDT,SPELLUSDT,JASMYUSDT,GMTUSDT,FIDAUSDT,SHIBUSDT,ATOMUSDT,DOGEUSDT,APEUSDT,STXUSDT,MINAUSDT,ENSUSDT,ZENUSDT
2017-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-18,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-19,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-20,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-21,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-22,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-23,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-24,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-25,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-26,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-27,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-28,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-29,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-30,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-31,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-01,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-02,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-03,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-04,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-05,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-06,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-07,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-08,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-09,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-10,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-11,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-12,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-13,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-14,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-15,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-16,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-17,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-18,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-19,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-20,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-21,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-22,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-23,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-24,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-25,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-26,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-27,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-28,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-29,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-01,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
